"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-68.8911475039885,-68.7850773488139,-68.1244287185372,-41.0258666044088,-42.2769424276422,-31.8016908451717,4.16363454653873,-68.3368727512122,-68.9022627914869,-68.7405551011963,-64.2998665458492,-68.7711270263353,-68.7935305498317,-68.7163105369287,-68.6210723949469,-68.130764172631,-68.4115390286909,-68.5629336045171,-68.8024331139254,-68.7242817218021,18,278
-68.7211711679452,-62.7250621619361,-67.4776221354747,-57.0596044463009,-51.15144881066,-33.1868905548555,-6.26265615963456,-67.3191270143752,-69.032736271903,-69.1072626032633,-69.1047028665325,-69.0473389166593,-68.8983051266408,-68.4661125365775,-68.1612440373711,-69.0386829496685,-68.3857760702627,-69.0572975932949,-68.8737639554491,-68.602430520274,19,278
-67.8468733606921,-68.5996887431323,-65.548272925288,-58.1864000278032,-47.9133851838488,-40.8181098971423,-0.694216968861724,-69.4649477054909,-69.4198338769491,-69.4579614847676,-69.1700129707746,-69.4538876494656,-68.5537486751142,-68.9660482273395,-68.9756286516304,-68.9361790633626,-69.2428083641187,-69.0524860633645,-69.4457119830241,-69.4393185957978,20,278
-67.971057950055,-68.0348622138004,-65.4055474696175,-62.4482513507343,-54.8821668661841,-31.0019904801366,-12.3752938575522,-68.1467873085982,-67.7743410597576,-68.3743257915082,-68.0953605897573,-68.4964921838356,-68.3287734186542,-67.9580597859687,-65.4847150804097,-68.4746503912096,-68.4694536075015,-67.8274598262995,-66.2620863806966,-68.1164203963201,21,278
-68.7934052596221,-68.8077684024788,-66.4138819601947,-64.6607308234396,-51.8905856591429,-50.4407122832483,-6.50849763623739,-68.5963570288976,-68.8057368043765,-66.3207260907751,-68.8103269044159,-68.7827374034924,-68.3729787175171,-68.8095210329123,-67.8495718483725,-68.1647921979163,-68.7617985816246,-68.4340127353341,-68.7457732024582,-68.7857531492186,22,278
-65.6952607150151,-68.9692190938661,-66.1546425475281,-52.475358856461,-60.4045727466364,-27.0448928358077,-9.62380590175962,-68.8215755670162,-67.9252384148306,-68.8920372818598,-68.6201844041236,-68.6366583067733,-68.5240073514145,-68.927223786859,-67.9906412944017,-68.9260538714085,-68.2363222356632,-67.5143539716379,-68.4584043952071,-68.638108838817,23,278
-67.5790531337969,-68.0964647997598,-67.8974896834541,-57.6495080440817,-51.829923790767,-40.3606082335387,-18.0392319308686,-68.5656412832673,-67.461123420363,-68.6890967348224,-68.4573278917838,-68.6639493531773,-68.4118095589966,-68.693304049186,-68.683794444414,-68.5537669536888,-68.6621586141115,-68.466657365717,-68.4322567496026,-68.4369725666157,24,278
-68.8349778571491,-67.3890652988742,-68.9447346599844,-65.656877384325,-54.0008276337566,-23.4086379376577,-12.5198589159528,-65.9874213881779,-68.6698781487308,-67.7174867202546,-68.4922366350265,-67.0166912895187,-68.9722239179755,-67.7181753360335,-68.8664916035759,-68.980352501092,-68.955108072264,-68.9588567999308,-67.5880556875836,-67.4419042816581,25,278
-69.1244614283614,-67.3305303781324,-66.383734118068,-54.4452831907636,-52.096318412053,-15.960375069342,-22.5362073153539,-62.3441755843148,-69.0351497130069,-69.1940538205336,-69.2301739210197,-69.2143073338408,-68.6545013140297,-67.3950629919449,-68.2514514496647,-69.2836173145523,-68.2654092679034,-67.8603488678572,-69.2826982778228,-68.0269456571874,26,278
-69.5571005871993,-65.2564252373775,-69.7272208785574,-60.1252125537583,-55.4095417430804,-27.3524665159716,-6.39884893014073,-67.9031656647769,-69.2194665936841,-68.4831328282341,-69.3194473935145,-68.695706445594,-69.6946415537529,-68.8536653386216,-69.7465447230895,-69.5308581023118,-69.5533470220831,-69.6568346117671,-69.7071815120889,-69.3407612832584,27,278
-68.3047146591126,-69.0334091933939,-60.0520851127281,-61.2385892900505,-55.819342257674,-31.5745547666027,-9.8644645833532,-68.6158886243412,-68.3190855014038,-67.8254973545864,-69.2763267187608,-69.2820481815367,-66.8927709400004,-68.4856498088589,-67.3270379553651,-66.010306664106,-66.6156816137927,-68.8793773940257,-65.1598755129255,-68.8053675797148,28,278
-68.6609435658326,-68.6295119877217,-65.5797007174004,-42.5890946952205,-46.1394094485843,-30.281735603765,2.91825538770661,-69.199283618772,-69.0855405119315,-68.7854512809444,-69.2097568383401,-69.2352806624739,-69.2596053768044,-69.2604746132654,-68.7757553588964,-69.0208644045663,-69.2596884901123,-69.1017246884497,-69.0323199356804,-69.1425658323872,29,278
-64.6451925513965,-64.4913983026018,-61.5591373853208,-62.1635914487201,-52.2248198601274,-40.1332230455212,-8.33343090509175,-68.0375659396657,-68.7093399524871,-68.4180625267772,-68.1406143175158,-68.6818709095467,-68.5180929621412,-68.5861349399232,-68.4599439294813,-68.4533255475311,-68.653769822052,-68.2069006470427,-68.5908413114442,-66.4685328398762,30,278
