"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-95.6187668958391,-81.4194240108936,-23.7243428100792,152.454456412686,273.421259788403,713.953979600976,1180.85171706894,-102.337487143215,-101.531957752837,-102.607296955461,-102.514054156711,-101.602061334392,-102.627125034489,-101.211759057942,-102.573087554449,-102.547822005776,-101.983054194403,-102.613262741532,-102.482556305704,-102.432896446251,19,5995
-97.7563655836238,-82.9316701336411,-43.6140503059141,156.343977186263,258.835615649332,682.182260019537,1101.98802935419,-102.352379106185,-100.046887487471,-102.507934923375,-101.508249698087,-102.492681016498,-102.275794607443,-101.114737034988,-101.994700809395,-102.127579001441,-102.505581512281,-102.323409960371,-100.67424165577,-102.376097577144,20,5995
-98.5835011542222,-92.6992728523255,-43.2468584546223,165.585200041787,275.420756697826,710.070759050575,1135.57421606824,-100.997133913483,-101.933995378819,-102.413557610173,-102.484921248692,-102.375886167896,-101.440088174722,-101.970366827207,-98.4910160625332,-100.993070293482,-101.782385886105,-99.9282932203132,-100.693589230723,-102.468891000584,21,5995
-99.7367279232021,-85.6130246668545,-35.4862245091372,122.857176889025,237.400735326528,622.686164270268,1159.57391167386,-102.290060905689,-102.211867765564,-102.05631805657,-102.190312612258,-102.375840225221,-102.330841255423,-100.409416615948,-102.524785529798,-100.844524688247,-102.523299554976,-101.888474074052,-101.778870607808,-100.991640325181,22,5995
-96.710579272929,-75.371453967442,-16.7004334698177,103.803883041075,236.431634323029,654.750502373503,1182.48629434341,-102.515827202926,-102.447491579122,-102.357497641531,-101.965749147485,-102.501705292569,-101.780957142249,-102.53981048449,-102.089248104559,-99.1440772608621,-101.468418088609,-100.802710640328,-102.474926126548,-102.268321095971,23,5995
-96.289148968006,-95.9676358575871,-57.5948946487915,138.51451596163,256.375009319878,639.490261663716,1146.55725327008,-99.709141748499,-101.784588113243,-102.455060522319,-101.59697799724,-102.445348879319,-101.475135669127,-102.08358962501,-101.987754161564,-101.731907446736,-102.344601835623,-101.34832484383,-102.370307737154,-102.101144548302,24,5995
-101.087795437652,-86.5046468287128,-26.1669114201977,182.843746015738,253.717495579518,598.336683298265,1136.14358855481,-101.787175589856,-101.740242546854,-102.513661276982,-102.400961145186,-102.444330642906,-102.349860044222,-102.51070520533,-101.482146033884,-101.819440694806,-100.426543424261,-100.622567536902,-96.4356153761928,-101.790410974219,25,5995
-98.6134317935412,-81.8632444510513,-39.5783614589691,110.350174799092,309.092100464855,638.816798466971,1172.57933620191,-102.427931773316,-102.229453255019,-102.37650220881,-102.477917565286,-102.239872630864,-101.408233187041,-102.279155643684,-102.443003344461,-101.862072549417,-102.091641429071,-102.265034685715,-102.343609405882,-102.435592981534,26,5995
-101.59301478857,-95.536570012111,-31.4057425730407,122.877307071351,280.052922659848,693.193532971593,1123.41179901353,-102.548214139309,-101.180219381045,-102.552091007061,-102.5177617196,-102.16046209152,-102.002810072445,-102.458112149965,-102.488939454221,-102.404817386612,-102.264066892505,-102.298699219671,-102.336839708987,-102.196486061244,27,5995
-101.241844215903,-88.2490727999939,-22.8474064556885,121.847011316748,281.419841759644,681.013127269676,1167.29611653941,-102.502287591669,-102.504813174288,-102.493657587154,-97.7999539497596,-101.912591780076,-101.148195211694,-100.386914356541,-102.497738764652,-100.232586268752,-102.386051270347,-101.51953561556,-102.099610788367,-102.065448037363,28,5995
-100.702901017105,-91.2024680777959,-26.8854142575656,137.229763771564,229.892410190952,686.918731776464,1072.86888200206,-100.757665907533,-102.498277314498,-101.269106178293,-102.233438200694,-99.8202193228826,-102.288144824655,-102.446043086033,-101.725034342742,-102.479211834279,-101.933200339055,-102.208092056539,-102.496960269758,-101.919922485835,29,5995
-101.344602458848,-85.3203076169357,-42.5779223399695,124.488324693384,247.319424576377,694.26550840643,1175.22361463589,-101.786421629698,-102.099685271463,-101.567605221206,-102.138295585977,-98.811964881681,-102.491578600944,-102.351415384193,-101.861550828606,-102.264706768068,-101.948394815499,-102.350786409155,-102.557185769965,-102.533207900606,30,5995
